Time	pitch	roll	yawt	magErr	temperature	magp X	magp Y	magp Z	accelp X	accelp Y	accelp Z	gyrop X	gyrop Y	gyrop Z
19060	-0.00311195	0.49082035	0.70074463	1.27044010	29.87100220	247.88813782	50.72312927	388.25329590	0.93916416	8.49295235	1005.09136963	0.00006135	-0.00002200	0.00001628	
19080	-0.00699947	0.49514815	0.70739746	1.61651015	29.87100220	247.64579773	50.35866547	388.84689331	-0.96534586	7.79056549	993.47949219	0.00005107	-0.00005042	0.00004366	
19100	-0.00891998	0.49834785	0.71514893	0.62168306	29.87100220	247.15875244	52.39202499	388.44934082	-0.68256855	9.93870068	1006.51690674	0.00000819	-0.00000498	-0.00004959	
19120	-0.01205461	0.49560696	0.71401978	1.22282553	29.87100220	248.22671509	51.03641891	387.71548462	0.00759363	7.92494106	993.85046387	0.00000473	-0.00006075	0.00003435	
19140	-0.01686131	0.49895126	0.71447754	0.73793912	29.87100220	248.17364502	52.13547897	387.90957642	1.68373346	9.84564590	998.38671875	0.00000348	0.00001004	0.00000213	
19160	-0.01597315	0.49968490	0.71005249	0.30481133	29.87100220	247.59381104	52.23733902	388.23266602	0.17486763	6.91206360	998.51727295	-0.00006174	0.00000484	0.00001922	
19180	-0.01676487	0.49756777	0.71112061	1.07395506	29.87100220	246.73199463	50.97449112	388.12683105	0.52692127	8.84783554	999.33593750	0.00003788	0.00000826	-0.00000789	
19200	-0.01484940	0.49927995	0.70843506	0.98758072	29.87100220	246.24761963	51.80712128	388.08425903	0.28714561	8.24028015	998.97991943	-0.00001279	0.00000740	-0.00001349	
19220	-0.01048204	0.49747071	0.70956421	0.77568811	29.87100220	248.79510498	52.14629745	388.86178589	0.08884144	7.75717163	998.90679932	-0.00005706	-0.00007238	0.00002291	
19240	-0.01637696	0.49413911	0.71255493	0.37020743	29.87100220	248.02069092	52.19692612	389.62185669	-0.69604874	8.57551384	997.86578369	0.00003621	0.00000333	-0.00003414	
19260	-0.02025695	0.49735981	0.70788574	0.38250864	29.87100220	248.26182556	52.45877838	389.35717773	-0.56532240	9.85676003	1000.65197754	-0.00000100	-0.00009163	-0.00002315	
19280	-0.02369420	0.49322510	0.70852661	1.52558815	29.87100220	247.54911804	50.46248627	388.84777832	-0.55505371	7.63570023	999.23065186	0.00000302	0.00004198	0.00001535	
19300	-0.02016732	0.49212569	0.70989990	1.13536072	29.87100220	248.79873657	51.10047913	388.88925171	-1.16427660	8.72572708	1000.30407715	0.00000797	-0.00005456	-0.00003336	
19320	-0.02315606	0.49134398	0.70956421	0.99087727	29.87100220	248.07421875	51.04522705	389.37109375	0.18438148	7.29643965	1000.22082520	-0.00000911	-0.00003509	0.00002819	
19340	-0.02484898	0.49320027	0.71249390	1.03676534	29.87100220	248.89384460	51.20687866	389.05978394	0.27922726	8.46986580	998.24169922	0.00002987	0.00003902	-0.00002616	
19360	-0.02130048	0.49756446	0.70919800	0.34901026	29.87100220	247.92781067	52.34806061	388.79489136	0.76677370	7.98918247	997.88836670	-0.00002173	-0.00000556	-0.00002007	
19380	-0.02075980	0.49330434	0.70779419	0.60582602	29.87100220	247.49430847	52.44877243	388.73382568	-0.33039761	8.33718395	997.75109863	0.00000154	-0.00002904	-0.00002979	
19400	-0.02417674	0.49612975	0.70468140	0.96447235	29.87100220	247.59170532	51.30279922	389.36849976	0.42253590	7.77876854	1000.21270752	-0.00002989	0.00000492	0.00006778	
19420	-0.02244539	0.49145463	0.70104980	0.64671433	29.87100220	247.59022522	52.55418396	388.73852539	-0.30292416	7.65537548	1000.45446777	0.00004608	-0.00001537	0.00003582	
19440	-0.02411471	0.49869800	0.70285034	0.91078043	29.87100220	247.88569641	51.09061813	388.48413086	-0.55951500	8.48272896	999.70227051	-0.00000200	-0.00003056	-0.00000797	
19460	-0.02622098	0.50091034	0.70602417	0.36527616	29.87100220	248.12419128	51.77225876	388.45172119	-0.81515265	8.82308388	998.47106934	-0.00000440	0.00004289	0.00000410	
19480	-0.02152811	0.50451833	0.70199585	0.41549152	29.87100220	248.40614319	52.56425476	389.30752563	1.87859058	7.79075098	1000.10070801	-0.00005444	0.00001942	0.00000322	
19500	-0.02103335	0.49955818	0.70056152	0.18615873	29.87100220	247.88232422	52.13610077	388.40139771	-1.15375662	7.64563179	1000.32623291	-0.00000291	-0.00006405	-0.00000464	
19520	-0.02698533	0.49795848	0.69549561	0.76455098	29.87100220	247.58848572	52.66046524	389.01766968	0.29182100	7.76023769	998.98980713	0.00000386	-0.00000352	-0.00003681	
19540	-0.02889433	0.50227624	0.69201660	0.30652514	29.87100220	248.02572632	52.34685516	388.46511841	-0.45085621	7.84904289	997.27124023	0.00000396	0.00001028	-0.00003319	
19560	-0.02697530	0.50083572	0.68984985	0.65848804	29.87100220	248.02691650	51.46028900	388.88372803	1.35999250	9.19094849	997.58282471	-0.00000032	-0.00004101	0.00003269	
19580	-0.02865878	0.49937308	0.69439697	0.58919024	29.87100220	248.22204590	51.92731094	388.01553345	0.64647627	8.84550095	999.09240723	-0.00002263	0.00003276	0.00002689	
19600	-0.02668760	0.49699575	0.69223022	0.65644044	29.87100220	247.49391174	52.55339050	388.73660278	0.27899742	6.67105675	1001.21221924	-0.00001107	-0.00004702	-0.00003553	
19620	-0.02893697	0.49555638	0.68688965	0.87358695	29.87100220	247.44528198	51.82468796	389.37954712	-0.90999794	7.64965820	1000.45019531	0.00000120	0.00003139	-0.00002810	
19640	-0.02494909	0.49821877	0.68634033	0.94301921	29.87100220	247.88470459	51.14392090	388.65139771	0.52904510	8.24082565	998.85931396	0.00001819	-0.00000258	0.00002241	
19660	-0.02664337	0.49488050	0.68341064	1.38221896	29.87100220	247.29483032	52.35157394	390.21981812	0.66911077	7.29927397	1000.10198975	-0.00000679	0.00001676	-0.00000086	
19680	-0.02348960	0.49338913	0.68389893	1.04257846	29.87100220	247.49307251	51.56521225	389.64996338	-1.04496050	8.84514236	1000.18029785	-0.00010512	-0.00000919	0.00002044	
19700	-0.02267276	0.48408544	0.68103027	1.01743531	29.87100220	247.10749817	52.08311844	389.32455444	-1.86802721	7.05436897	1001.43334961	-0.00000099	0.00002557	-0.00002352	
19720	-0.02044925	0.47752383	0.67495728	0.82903749	29.87100220	247.34754944	52.34630585	389.28100586	0.42816687	6.81172943	999.74359131	0.00002680	0.00002240	-0.00003346	
19740	-0.01642518	0.48167545	0.66842651	0.31117770	29.87100220	247.97442627	52.40242767	389.07366943	0.16458702	7.87040901	998.37536621	0.00003777	-0.00003918	0.00002037	
19760	-0.02011112	0.48448607	0.67065430	1.14223325	29.87100220	246.58013916	52.59650421	388.44348145	0.41729069	7.28017855	998.91894531	0.00003135	0.00003830	-0.00002314	
19780	-0.01766798	0.48527199	0.66818237	1.08973551	29.87100220	246.77638245	51.34403992	388.63504028	-0.18477774	7.89480019	1000.32812500	0.00003436	0.00001917	0.00000557	
19800	-0.01542265	0.48400328	0.66702271	0.85627472	29.87100220	246.91741943	51.97425079	388.87570190	-0.88559246	8.06805229	998.89343262	0.00008180	0.00000861	-0.00002249	
19820	-0.01638600	0.49054807	0.66403198	0.37108585	29.87100220	248.02665710	52.24157333	388.35177612	0.41719484	7.64658642	999.35968018	0.00000016	-0.00002763	-0.00001475	
19840	-0.01801196	0.48916301	0.66433716	1.07064593	29.87100220	248.07562256	51.09553528	389.04080200	0.88988113	8.23788071	998.41381836	-0.00000711	0.00000612	0.00007214	
19860	-0.01828437	0.49045181	0.66967773	0.39337397	29.87100220	247.88307190	51.71863937	388.55615234	0.16131926	8.10869122	998.24822998	0.00001067	-0.00000089	-0.00000306	
19880	-0.01811933	0.49023882	0.66864014	0.97450542	29.87100220	247.69468689	51.08703613	388.14865112	0.57917738	7.28170347	998.92010498	-0.00000116	-0.00003214	0.00001236	
19900	-0.01779612	0.48894566	0.66732788	0.27360964	29.87100220	247.11518860	51.81325150	387.93557739	-1.03935575	8.36683846	1000.31231689	-0.00000071	-0.00000474	0.00005267	
19920	-0.01940117	0.48846856	0.67056274	0.71254092	29.87100220	247.20646667	51.87234497	388.93392944	0.09561205	8.74739742	1001.00549316	0.00007223	-0.00001686	-0.00000113	
19940	-0.02226236	0.49471712	0.67141724	1.06646788	29.87100220	247.83909607	51.03624725	388.20544434	0.53813267	7.89122868	999.60003662	0.00000843	-0.00003228	0.00002056	
19960	-0.02296908	0.49318090	0.66961670	1.09018815	29.87100220	247.26298523	50.92520905	387.91479492	-0.06142712	6.43321228	998.76983643	0.00000109	0.00002933	0.00007337	
19980	-0.01931292	0.49179524	0.68032837	1.83932042	29.87100220	247.84089661	50.20099258	388.45953369	0.26102924	9.65780067	997.36163330	-0.00007033	-0.00003409	-0.00001712	
20000	-0.02152093	0.49054745	0.67831421	0.35965833	29.87100220	247.30432129	52.02740097	388.49774170	-0.66440344	8.14589882	1001.41973877	0.00001175	-0.00001589	-0.00004797	
20020	-0.02115821	0.49217084	0.67721558	0.79275060	29.87100220	248.36416626	51.41075134	388.88900757	0.55027294	6.93636036	999.98632812	0.00001387	-0.00002756	-0.00004563	
20040	-0.02101071	0.49258846	0.67358398	2.23122478	29.87100220	246.96829224	50.25317001	389.60470581	0.59469557	6.98486137	1000.55615234	0.00002468	0.00002744	-0.00001618	
20060	-0.01954416	0.49460837	0.67651367	2.05681801	29.87100220	247.50277710	50.04330063	388.78042603	0.90120983	8.01467037	999.60015869	0.00003490	-0.00001581	0.00001795	
20080	-0.02110654	0.49572778	0.68334961	0.50046426	29.87100220	247.97196960	52.56168747	389.46481323	-0.67024755	8.74595165	1001.40740967	-0.00003710	-0.00000100	-0.00001168	
20100	-0.02059789	0.49534175	0.68026733	0.94574291	29.87100220	247.44572449	51.56381607	389.48315430	-0.65688658	6.69359970	1000.59381104	0.00000712	-0.00000022	0.00001876	
20120	-0.02054777	0.49773708	0.68087769	0.55305600	29.87100220	248.55375671	51.72851562	389.28811646	0.66419697	7.90106583	1000.21191406	-0.00001383	-0.00000620	-0.00003586	
20140	-0.02065127	0.49399921	0.67681885	0.27756336	29.87100220	247.83003235	52.24498367	389.17718506	0.05037308	8.00492668	999.47192383	-0.00000943	-0.00002087	-0.00002522	
20160	-0.02014446	0.49606684	0.67352295	0.66871142	29.87100220	247.92391968	52.82149506	389.24966431	-0.45927715	8.81086540	997.37377930	0.00001573	-0.00001038	-0.00000148	
20180	-0.02067606	0.49745795	0.67358398	0.69368732	29.87100220	248.45829773	51.57046890	389.22677612	1.02517557	8.14277840	1000.08734131	-0.00001748	0.00005243	0.00002073	
20200	-0.01685962	0.49475926	0.67697144	1.71616960	29.87100220	246.43527222	51.34626389	389.45758057	-0.80537510	8.59697533	999.45361328	0.00003930	0.00000170	0.00000122	
20220	-0.01482641	0.49936393	0.67410278	0.66664374	29.87100220	247.92988586	51.51247406	388.99374390	-1.02421141	7.78417492	1001.54675293	0.00005932	0.00000859	0.00002879	
20240	-0.01535463	0.50363278	0.67401123	0.81021136	29.87100220	247.68783569	52.91780090	388.19732666	0.03384686	8.34061432	997.75366211	-0.00004448	-0.00002285	0.00000587	
20260	-0.01597277	0.49912921	0.67541504	0.58132052	29.87100220	247.88313293	51.56238556	388.66253662	-0.67649364	8.12329292	999.83099365	-0.00002472	-0.00000763	-0.00001772	
20280	-0.01675559	0.49818435	0.67535400	0.86866695	29.87100220	246.92825317	51.07569885	387.30419922	-0.54926014	8.01312065	1000.44537354	-0.00001348	0.00000374	0.00000762	
20300	-0.01729216	0.49860212	0.67218018	0.79356444	29.87100220	247.68408203	52.92246246	388.97125244	0.54559755	7.41640282	999.97650146	-0.00001786	-0.00001598	0.00002887	
20320	-0.01586932	0.49514538	0.67401123	0.83525473	29.87100220	248.65193176	52.29969406	388.47610474	-0.80237150	8.96917820	1000.30169678	0.00003163	-0.00001764	-0.00003010	
20340	-0.01607748	0.49320781	0.67678833	1.03684294	29.87100220	248.36381531	51.15088272	389.15844727	0.17093372	6.53812170	997.54699707	-0.00001781	-0.00001090	0.00003106	
20360	-0.01806350	0.48797172	0.68026733	0.32089967	29.87100220	247.78762817	52.13330841	388.06784058	0.15986204	9.32792568	999.56793213	0.00005105	-0.00005182	0.00005344	
20380	-0.02403238	0.48922384	0.68399048	0.75131053	29.87100220	247.45252991	51.24297333	388.31390381	0.08041286	8.88190746	999.20977783	-0.00002395	-0.00001200	-0.00001169	
20400	-0.02603381	0.48715493	0.68466187	0.13682793	29.87100220	248.12092590	51.93251419	389.00869751	-0.91259956	8.50016499	1001.16619873	-0.00002178	-0.00002370	-0.00000483	
20420	-0.02433378	0.48372376	0.68118286	1.07363307	29.87100220	248.55447388	52.82098007	388.32226562	-0.79767036	8.00040054	999.71038818	-0.00004285	-0.00001340	0.00001627	
20440	-0.02445098	0.48263282	0.68698120	0.16403668	29.87100220	247.78672791	52.08233261	388.28756714	0.16243744	8.96615410	999.45306396	-0.00002515	0.00000388	0.00001295	
20460	-0.02436774	0.48226097	0.68890381	1.06036603	29.87100220	248.16708374	53.02870941	388.59664917	-0.42758083	7.40377808	999.72528076	0.00002413	0.00003542	0.00000248	
20480	-0.02153264	0.48422495	0.68878174	0.31654951	29.87100220	247.49745178	51.82008743	388.55133057	0.53372049	7.76078415	998.86920166	-0.00003781	-0.00000386	-0.00000642	
20500	-0.01956624	0.48344660	0.68896484	0.33504671	29.87100220	247.73826599	51.66580582	388.66244507	-0.08175802	8.39106560	998.56671143	0.00004274	0.00001658	-0.00004780	
20520	-0.01708288	0.48338440	0.68145752	1.00038373	29.87100220	248.89022827	52.66916275	388.71173096	-0.91789055	7.39051056	999.11083984	0.00007048	-0.00003702	-0.00002045	
20540	-0.01608467	0.48704633	0.68145752	2.50188327	29.87100220	247.64640808	49.62903595	389.26968384	-0.40145922	7.58099174	998.09197998	0.00002034	0.00002090	0.00000043	
20560	-0.01657128	0.49085346	0.68331909	0.43025997	29.87100220	248.21151733	52.46104813	389.79846191	1.13163471	9.58230972	999.93640137	0.00002041	-0.00002453	0.00005419	
20580	-0.01867483	0.49379873	0.68637085	0.81386268	29.87100220	247.10948181	52.54922104	388.56317139	0.71832466	9.35877419	998.55267334	-0.00000172	0.00001534	-0.00000085	
20600	-0.01690919	0.49331272	0.68890381	0.56018627	29.87100220	247.83160400	52.60747147	388.57885742	0.17128563	8.73830509	1000.31347656	-0.00004900	0.00001329	0.00006339	
20620	-0.01084657	0.48516643	0.69635010	1.22554731	29.87100220	248.45903015	52.87116241	388.10067749	0.09256172	7.76412678	999.39562988	-0.00004117	-0.00000486	0.00004095	
20640	-0.01150325	0.48471451	0.69543457	1.23437011	29.87100220	249.03753662	52.40647888	388.32067871	-0.17914677	6.92776108	999.85900879	0.00000783	0.00000643	0.00000739	
20660	-0.01162511	0.48616520	0.69683838	0.47941884	29.87100220	247.88253784	51.51107788	388.82699585	1.20118761	9.52104378	998.38983154	-0.00000956	0.00003203	0.00001630	
20680	-0.00652635	0.48383310	0.69943237	0.42907342	29.87100220	247.68576050	52.19148636	389.17291260	0.04944324	8.00318813	999.34973145	-0.00002000	0.00001694	0.00000299	
20700	-0.00374027	0.48200282	0.70092773	0.71408015	29.87100220	247.54351807	51.45865631	389.26116943	-0.40492821	8.71500206	999.04675293	-0.00004265	0.00004784	-0.00001215	
20720	-0.00020666	0.48371556	0.69927979	0.90760213	29.87100220	248.45393372	52.87749481	389.15100098	-1.39913654	7.51637936	999.83819580	0.00010364	0.00001732	-0.00005058	
20740	-0.00142190	0.48657084	0.69662476	0.69922131	29.87100220	247.69250488	51.24595642	388.48449707	0.57291079	8.57340908	999.70855713	-0.00000671	0.00006573	-0.00003063	
20760	0.00260778	0.48690546	0.69772339	0.07709957	29.87100220	247.64233398	51.92488861	388.39105225	0.78864145	7.78567696	1000.45971680	0.00000158	0.00004272	0.00002660	
20780	0.00558846	0.48852417	0.69869995	0.99745977	29.87100220	248.60456848	52.29829788	388.30932617	-0.31625891	9.21899033	1000.66687012	-0.00000914	0.00000738	-0.00000829	
20800	0.00557672	0.48781553	0.69613647	0.53585428	29.87100220	247.73599243	51.56452942	389.21249390	-0.44692326	8.22298431	998.24145508	0.00003279	-0.00001295	0.00002989	
20820	0.00273399	0.48990205	0.69494629	0.07710438	29.87100220	247.54591370	52.02838135	388.33666992	0.55583477	9.03026581	998.06927490	-0.00007528	0.00002066	-0.00003642	
20840	0.00558630	0.48762167	0.69104004	0.70961368	29.87100220	247.73616028	52.65765762	388.35717773	-0.41801691	6.81068039	1000.22644043	0.00002318	-0.00002011	0.00002555	
20860	0.00314838	0.48875660	0.69451904	0.76941085	29.87100220	247.10824585	52.23837280	389.05233765	-0.54601765	8.26357460	1001.17364502	-0.00005628	-0.00003365	0.00000602	
20880	0.00034869	0.48490646	0.69610596	1.15376270	29.87100220	246.63204956	51.23857117	388.68469238	-0.16610098	6.46336842	1000.96881104	-0.00000813	0.00001369	0.00002997	
20900	0.00140896	0.48282346	0.69528198	0.76275915	29.87100220	248.31083679	52.71838379	388.97808838	-0.68143225	9.21382141	1000.54211426	-0.00002245	0.00000249	-0.00001713	
20920	0.00242128	0.48241916	0.69647217	0.52895421	29.87100220	247.11129761	51.92219543	388.65701294	-0.08294344	8.83690262	998.96508789	0.00000044	0.00002184	-0.00001224	
20940	0.00666158	0.48363152	0.69503784	1.08747625	29.87100220	248.31994629	51.14515305	388.27301025	-0.33440733	9.42945099	998.58435059	0.00004936	-0.00003046	0.00000215	
20960	0.00746079	0.48605910	0.69424438	0.22788790	29.87100220	247.87924194	52.24404526	388.95700073	-0.07316589	8.61079025	999.94757080	0.00005755	0.00000079	-0.00000947	
20980	0.00447262	0.48859039	0.69073486	0.38365480	29.87100220	247.54286194	52.34455872	388.73199463	0.77325821	8.49009037	999.34503174	-0.00002307	0.00001773	-0.00001498	
21000	0.00343279	0.48562324	0.69042969	0.78798133	29.87100220	247.06437683	51.45169449	388.75408936	0.05454540	8.25711823	1000.32244873	-0.00000614	-0.00002639	0.00003262	
21020	0.00298764	0.48398843	0.69766235	1.07253265	29.87100220	248.50569153	52.76927567	388.48577881	0.52367926	8.59738159	998.60754395	0.00004756	0.00000872	0.00002135	
21040	0.00246569	0.48664758	0.69348145	0.72708261	29.87100220	247.39962769	52.65421295	388.23995972	-0.18127108	7.53476906	1000.33551025	-0.00000606	0.00002108	0.00000061	
21060	0.00548722	0.48524803	0.68875122	0.20885199	29.87100220	248.40745544	52.14612579	389.35168457	-1.27679253	7.51926136	999.96124268	0.00002690	0.00005879	-0.00004132	
21080	0.01007374	0.48146576	0.68084717	0.20928842	29.87100220	247.54479980	52.18596268	388.45141602	-0.41987705	6.80720234	999.98199463	-0.00000408	0.00001977	-0.00003167	
21100	0.00951624	0.47964749	0.67742920	0.99180353	29.87100220	248.74728394	52.40576935	388.59140015	0.16947556	7.75735378	998.86663818	0.00000258	-0.00000961	0.00000460	
21120	0.00878421	0.47932807	0.67620850	0.77415097	29.87100220	247.78746033	51.24840927	388.76284790	0.52742434	8.11559963	998.49523926	-0.00004875	-0.00000394	0.00000270	
21140	0.00709795	0.47441363	0.67297363	0.60809910	29.87100220	248.50578308	52.24853134	388.85885620	-0.06238222	6.92021084	999.24884033	-0.00000003	-0.00003408	-0.00003570	
21160	0.00395801	0.47341120	0.67031860	0.49331596	29.87100220	247.73667908	52.44875336	388.40686035	-0.22065353	7.45496130	1000.37762451	-0.00001638	-0.00002198	-0.00007926	
21180	0.00287806	0.47254461	0.66589355	1.30239499	29.87100220	248.26966858	52.70932770	387.53982544	0.65747309	7.52190685	998.87493896	-0.00003002	-0.00000088	-0.00005381	
21200	0.00318836	0.47157526	0.66079712	0.43509632	29.87100220	247.73284912	52.40144348	389.23474121	0.58219337	8.91662025	1001.33142090	-0.00007120	-0.00004497	-0.00002676	
21220	0.00101304	0.46799442	0.66415405	1.15784824	29.87100220	247.35519409	50.87903214	388.79983521	0.38520908	10.15289688	998.33032227	-0.00000689	-0.00002346	0.00002510	
21240	-0.00329236	0.47033271	0.66329956	1.28171468	29.87100220	246.86573792	52.91539383	388.89978027	1.25286198	8.72772980	998.85461426	-0.00003035	0.00000973	-0.00000432	
21260	-0.00184324	0.46973667	0.66217041	0.13312276	29.87100220	247.49693298	52.02898407	388.50155640	-0.90415382	7.04960537	1000.46252441	0.00001637	-0.00001328	-0.00001574	
21280	0.00150045	0.47192535	0.65658569	0.69349921	29.87100220	247.73298645	51.72444916	389.71420288	-1.64966869	8.11066818	999.57977295	-0.00007060	0.00001152	0.00001251	
21300	0.00277862	0.46770346	0.65515137	0.67269564	29.87100220	247.01783752	51.44930267	388.42144775	0.41113663	7.87965107	998.86584473	-0.00003104	0.00001404	0.00000166	
21320	0.00263361	0.46374550	0.65393066	1.35246468	29.87100220	248.37002563	50.98696518	387.99337769	-0.06000710	7.45416737	1000.21582031	0.00000846	-0.00002800	0.00002278	
21340	0.00088781	0.46437389	0.65493774	0.07658451	29.87100220	247.88082886	52.03381729	388.78561401	0.29461050	7.76545334	999.35638428	0.00005384	0.00000671	-0.00002447	
21360	0.00065774	0.46704972	0.65209961	0.73391283	29.87100220	247.06159973	52.54849625	388.50686646	0.74754906	7.78413630	1000.37786865	0.00002729	0.00000199	-0.00003849	
21380	0.00411228	0.46768531	0.64929199	1.31220293	29.87100220	247.35530090	50.77474594	388.85229492	-0.42223978	7.53596020	1000.57830811	0.00000808	0.00000384	0.00005104	
21400	0.00528670	0.46729961	0.65454102	0.35799667	29.87100220	247.01730347	52.23091888	387.94479370	-0.07651377	8.88965511	999.86035156	-0.00003393	-0.00000940	0.00003347	
21420	0.00494036	0.47180846	0.65390015	0.64548939	29.87100220	247.40425110	51.34685898	388.26046753	1.98669720	8.86677361	999.71276855	0.00001721	0.00001361	-0.00001899	
21440	0.00847207	0.46903935	0.65164185	0.94874191	29.87100220	248.31721497	51.30474472	388.71945190	-1.19817066	7.43422174	999.55615234	0.00002407	-0.00000500	0.00003748	
21460	0.00850106	0.47067901	0.65591431	1.45618081	29.87100220	246.43550110	51.50218964	389.29592896	-0.56860161	8.83232880	998.96166992	-0.00001732	0.00002722	-0.00003913	
21480	0.01025912	0.47065365	0.64959717	0.46248582	29.87100220	247.73359680	52.55670547	388.96249390	-0.23156261	8.57505989	1000.35461426	-0.00001321	0.00003481	0.00002011	
21500	0.01428392	0.46941191	0.65057373	0.83472985	29.87100220	247.05868530	52.18766785	389.38165283	-0.08060551	8.59688187	998.96997070	0.00000569	0.00000621	0.00001947	
21520	0.01682277	0.46999636	0.65322876	0.77422249	29.87100220	248.60142517	52.35427475	388.91882324	-0.71938372	8.40351486	999.86566162	0.00001386	0.00006530	-0.00002098	
21540	0.01817094	0.46693677	0.64923096	0.39656702	29.87100220	247.25701904	51.66151047	388.59765625	0.04920435	8.12493706	999.46948242	0.00004290	-0.00003573	0.00002783	
21560	0.01388597	0.47203463	0.65475464	1.98212445	29.87100220	248.85147095	50.52249146	388.37734985	-0.31434870	8.24499512	999.70886230	0.00000582	0.00006755	-0.00001569	
21580	0.01768606	0.47379273	0.65634155	1.77484369	29.87100220	248.32000732	50.41618729	388.80636597	-0.92607212	8.23058319	999.09356689	-0.00000705	-0.00002121	0.00000704	
21600	0.01608985	0.47662747	0.66146851	2.06700039	29.87100220	246.78201294	49.98337936	388.48834229	-0.32625055	9.07811356	999.20281982	0.00006570	-0.00001629	0.00002069	
21620	0.01580423	0.47971553	0.66094971	0.66501540	29.87100220	247.49197388	52.71198273	389.01715088	-1.02742815	7.04498386	1000.21722412	-0.00002909	-0.00000338	-0.00001400	
21640	0.01527830	0.47889328	0.65750122	1.78727055	29.87100220	249.13781738	50.99663544	388.56146240	-0.71346807	7.92579365	1000.03851318	-0.00002833	-0.00000780	-0.00000418	
21660	0.01527906	0.47701439	0.65594482	0.10517481	29.87100220	247.30505371	51.97442245	388.38577271	-0.19968271	8.35571671	998.97406006	0.00009426	0.00001784	-0.00001965	
21680	0.01530093	0.48585510	0.65249634	0.74691999	29.87100220	247.39616394	52.86677933	388.79830933	-0.07428455	7.75332832	998.74273682	-0.00005558	-0.00002496	-0.00000378	
21700	0.01336519	0.48282367	0.65133667	0.51627612	29.87100220	248.79101562	52.30754852	389.58462524	0.30138445	7.16713953	999.49084473	0.00006963	-0.00002103	-0.00004312	
21720	0.01535315	0.48665738	0.64776611	0.37974453	29.87100220	247.59075928	52.55351639	388.62796021	0.04596186	7.87448215	998.74108887	0.00001973	0.00001837	0.00003052	
21740	0.01667430	0.49056575	0.64953613	0.83513504	29.87100220	247.45051575	51.34958649	388.64837646	0.53226280	8.98001766	1000.18890381	-0.00000038	-0.00000308	0.00000458	
21760	0.01376058	0.49164236	0.64941406	0.75488639	29.87100220	246.67674255	52.23247910	388.65676880	1.02450991	7.53055477	999.24420166	0.00001683	0.00006081	-0.00000291	
21780	0.01482425	0.49341848	0.65188599	1.13558006	29.87100220	247.78750610	51.09215546	388.86923218	-0.07714987	9.21432114	1000.17974854	0.00000559	0.00003699	-0.00001312	
21800	0.01930134	0.49442464	0.65240479	1.86383796	29.87100220	247.89039612	50.40795517	388.02386475	0.02797699	9.42940331	998.34252930	-0.00000714	-0.00001460	-0.00000275	
21820	0.01715561	0.49083939	0.65353394	0.92556947	29.87100220	247.00909424	52.70968628	389.28405762	-1.03398848	8.01028538	1000.56414795	0.00000719	0.00005001	-0.00000498	
21840	0.02013737	0.49581689	0.65414429	0.27295268	29.87100220	247.49322510	52.45010376	388.95492554	-0.45765591	8.93609333	997.73791504	-0.00003552	0.00002793	-0.00000669	
21860	0.01945892	0.49454162	0.65527344	1.30404532	29.87100220	247.01397705	51.19376373	389.40957642	-0.08201361	8.83864021	999.08728027	-0.00003102	0.00002707	0.00000830	
21880	0.02026984	0.49375319	0.65655518	0.94622302	29.87100220	246.91271973	52.44868469	389.49633789	0.04617548	8.24147034	999.22259521	0.00000770	-0.00000395	0.00001429	
21900	0.01741057	0.49507746	0.65682983	0.74450648	29.87100220	248.84025574	52.30661011	389.36444092	-0.92628574	7.86359596	998.61212158	-0.00000574	0.00004178	-0.00006267	
21920	0.02034120	0.49249992	0.64718628	0.58179379	29.87100220	248.06890869	52.82202148	389.14196777	-0.29359913	7.18402719	1001.07537842	-0.00001269	0.00006639	-0.00003053	
21940	0.02569855	0.49183440	0.64590454	0.43786612	29.87100220	247.54710388	51.92276382	388.16806030	0.16852045	8.24435234	999.34564209	0.00009625	-0.00001059	-0.00001487	
21960	0.02387362	0.49807337	0.64340210	0.10946789	29.87100220	247.68603516	52.39938354	388.95736694	0.28268337	9.08730793	999.45147705	-0.00002265	-0.00000189	-0.00002903	
21980	0.02636362	0.49832976	0.64392090	1.29256952	29.87100220	246.92221069	50.97907639	388.62817383	-0.06999397	8.73891735	1000.51550293	-0.00000381	-0.00002896	-0.00004017	
22000	0.02574890	0.50017911	0.64221191	0.69437885	29.87100220	247.34423828	52.66281509	389.73159790	-1.29408550	9.19766998	999.80456543	0.00002494	0.00003284	0.00003488	
22020	0.02800002	0.50505108	0.64147949	0.61492866	29.87100220	247.78192139	52.86928177	388.69537354	-0.06171656	7.53243446	1000.09191895	0.00001697	-0.00001114	-0.00001797	
22040	0.02700531	0.50445604	0.64328003	0.94126344	29.87100220	247.63900757	51.46045303	389.42892456	0.41990900	9.11801243	1001.52990723	0.00000099	0.00002034	-0.00002190	
22060	0.02739290	0.49980688	0.64273071	0.39132154	29.87100220	247.88052368	52.19040298	388.73449707	-0.30669498	8.62589264	1001.16796875	-0.00000338	-0.00001476	0.00001377	
22080	0.02600258	0.50130343	0.64370728	0.14307429	29.87100220	246.91999817	52.28343201	388.11013794	-0.80423164	8.96570015	1000.05725098	0.00002249	-0.00002479	-0.00005696	
22100	0.02639599	0.49988261	0.64254761	0.73215240	29.87100220	248.31291199	52.45550919	388.75003052	-0.38905859	7.60417652	999.72143555	-0.00001513	0.00000954	-0.00001042	
